TARGET_LifeExpectancy,Year,Status,AdultMortality,Alcohol,BMI,Under5LS,Polio,TotalExpenditure,Diphtheria,HIV-AIDS,GDP,Population,Thinness1-19years,IncomeCompositionOfResources,Schooling
71.6,2006,0,214.0,5.16,47.2,8.0,66.0,4.28,79.0,2.1,2712.6,912998.0,3.6,0.666,3.535533906
69.5,2005,0,22.0,6.32,46.1,8.0,65.0,5.53,79.0,2.3,2657.34,896776.0,3.6,0.665,3.521363372
71.4,2004,0,189.0,6.43,45.1,8.0,74.0,5.79,82.0,2.4,43.08,8832285.0,3.7,0.66,3.507135583
71.4,2003,0,188.0,6.13,44.1,9.0,71.0,5.59,72.0,2.5,3205.61,8697126.0,3.8,0.656,3.507135583
71.3,2002,0,176.0,6.58,43.1,9.0,71.0,5.9,78.0,2.5,316.32,8562622.0,3.8,0.651,3.492849839
76.1,2017,0,118.0,3.82,54.2,7.0,84.0,5.9,78.0,0.1,700.7,16144368.0,1.2,0.739,3.741657387
78.7,2016,0,121.0,3.82,53.5,7.0,84.0,9.16,83.0,0.1,7204.08,1593112.0,1.2,0.737,3.741657387
76.4,2015,0,121.0,3.77,52.8,8.0,87.0,7.29,87.0,0.1,755.98,15661547.0,1.3,0.725,3.660601044
79.2,2014,0,127.0,3.92,52.1,8.0,85.0,6.48,87.0,0.1,640.8,15419666.0,1.3,0.717,3.646916506
77.4,2013,0,131.0,3.99,51.4,8.0,85.0,5.92,88.0,0.1,5850.15,15177355.0,1.3,0.71,3.633180425
78.3,2012,0,134.0,3.95,5.7,8.0,88.0,5.9,91.0,0.1,5216.2,1493469.0,1.3,0.703,3.619392214
82.3,2011,0,137.0,3.87,5.0,8.0,91.0,5.58,94.0,0.1,4766.23,14691275.0,1.3,0.702,3.619392214
74.0,2010,0,139.0,3.76,49.3,9.0,94.0,5.66,96.0,0.1,4787.95,14447562.0,1.3,0.698,3.605551275
75.8,2009,0,14.0,3.63,48.6,9.0,95.0,5.94,96.0,0.2,402.89,1425453.0,1.4,0.696,3.591656999
73.7,2008,0,144.0,3.52,47.9,9.0,92.0,5.86,96.0,0.3,376.08,1396748.0,1.4,0.693,3.577708764
73.1,2007,0,151.0,3.54,47.2,9.0,89.0,5.87,92.0,0.3,360.58,13735233.0,1.4,0.688,3.577708764
71.5,2006,0,148.0,3.65,46.5,9.0,9.0,6.22,88.0,0.3,311.98,1359647.0,1.5,0.682,3.563705936
77.8,2005,0,151.0,3.69,45.8,10.0,97.0,6.46,87.0,0.3,273.81,1328961.0,1.5,0.679,3.54964787
72.5,2004,0,157.0,3.88,45.1,10.0,88.0,5.64,88.0,0.3,2446.04,13726.0,1.5,0.675,3.535533906
71.5,2003,0,158.0,4.13,44.3,10.0,9.0,3.86,89.0,0.3,216.99,12852755.0,1.6,0.67,3.521363372
72.3,2002,0,163.0,3.99,43.6,11.0,83.0,3.38,87.0,0.3,1625.45,12628596.0,1.6,0.668,3.521363372
79.7,2017,0,159.0,0.21,61.1,60.0,93.0,5.4,93.0,0.1,413.73,127445.0,2.8,0.688,3.619392214
78.2,2016,0,161.0,0.21,6.2,62.0,94.0,5.64,94.0,0.1,1390.315,127445.0,2.8,0.686,3.619392214
79.4,2015,0,159.0,0.21,59.4,63.0,97.0,5.46,97.0,0.1,413.73,127445.0,2.9,0.681,3.577708764
72.7,2014,0,165.0,0.23,58.6,64.0,93.0,5.29,93.0,0.1,413.73,127445.0,2.9,0.6555,3.521363372
74.6,2013,0,168.0,0.22,57.8,64.0,96.0,5.4,96.0,0.1,413.73,127445.0,2.9,0.671,3.521363372
70.4,2012,0,173.0,0.22,57.0,64.0,97.0,4.8,97.0,0.1,413.73,127445.0,3.0,0.665,3.492849839
68.4,2011,0,174.0,0.21,56.2,64.0,97.0,5.1,97.0,0.1,413.73,127445.0,3.0,0.659,3.464101615
69.0,2010,0,172.0,0.24,55.5,65.0,97.0,4.82,97.0,0.1,413.73,127445.0,3.1,0.651,3.449637662
67.6,2009,0,171.0,0.21,54.8,65.0,98.0,4.95,98.0,0.1,413.73,127445.0,3.1,0.644,3.420526275
69.7,2008,0,175.0,0.18,54.2,66.0,98.0,5.24,98.0,0.1,413.73,127445.0,3.2,0.636,3.391164992
67.5,2007,0,174.0,0.16,53.5,68.0,98.0,5.6,98.0,0.1,413.73,127445.0,3.2,0.629,3.376388603
67.9,2006,0,176.0,0.16,52.9,70.0,97.0,5.21,97.0,0.1,413.73,127445.0,3.3,0.623,3.346640106
67.6,2005,0,178.0,0.15,52.3,72.0,98.0,5.41,98.0,0.1,413.73,127445.0,3.3,0.621,3.361547263
67.4,2004,0,177.0,0.15,51.8,75.0,97.0,5.97,97.0,0.1,413.73,127445.0,3.4,0.617,3.346640106
63.6,2003,0,177.0,0.14,51.2,78.0,99.0,5.75,99.0,0.1,413.73,127445.0,3.5,0.612,3.33166625
68.3,2002,0,171.0,0.14,5.7,82.0,98.0,5.55,98.0,0.1,413.73,127445.0,3.6,0.606,3.31662479
73.6,2017,0,178.0,2.77,56.1,2.0,92.0,6.91,91.0,0.2,4622.37,6312478.0,1.6,0.678,3.633180425
72.7,2016,0,181.0,2.52,55.4,2.0,93.0,6.77,94.0,0.2,4467.42,6281189.0,1.6,0.676,3.633180425
75.1,2015,0,184.0,2.42,54.7,2.0,92.0,6.95,92.0,0.2,4363.14,625777.0,1.6,0.675,3.633180425
72.1,2014,0,181.0,2.48,54.1,2.0,93.0,6.7,92.0,0.3,4287.12,6221246.0,1.6,0.67,3.633180425
70.0,2013,0,197.0,2.37,53.4,2.0,9.0,6.81,89.0,0.3,4184.98,619256.0,1.7,0.666,3.605551275
73.3,2012,0,191.0,2.36,52.8,2.0,89.0,6.91,89.0,0.3,3891.32,6164626.0,1.7,0.662,3.591656999
70.3,2011,0,23.0,2.55,52.1,2.0,91.0,6.83,91.0,0.3,3770.46,6137276.0,1.7,0.662,3.577708764
71.6,2010,0,194.0,2.68,51.4,3.0,98.0,6.21,98.0,0.3,400.23,61131.0,1.8,0.659,3.660601044
70.6,2009,0,23.0,2.83,5.8,3.0,99.0,6.32,99.0,0.3,375.02,683475.0,1.8,0.657,3.591656999
74.8,2008,0,211.0,2.77,5.1,3.0,96.0,6.68,96.0,0.2,406.51,656478.0,1.8,0.651,3.591656999
70.2,2007,0,213.0,2.77,49.4,3.0,89.0,7.19,89.0,0.2,3175.51,628961.0,1.9,0.644,3.563705936
69.8,2006,0,215.0,2.9,48.6,3.0,9.0,7.3,9.0,0.3,2948.74,6775.0,1.9,0.636,3.521363372
69.1,2005,0,29.0,3.1,47.8,4.0,93.0,7.61,94.0,0.3,2822.11,5971535.0,2.0,0.628,3.464101615
77.3,2004,0,24.0,2.97,47.0,4.0,81.0,7.9,81.0,0.4,278.22,59433.0,2.0,0.621,3.435112807
64.8,2003,0,219.0,2.88,46.2,4.0,94.0,8.2,92.0,0.4,2619.42,595962.0,2.1,0.615,3.405877273
70.7,2002,0,218.0,2.79,45.3,5.0,98.0,8.17,99.0,0.4,2507.02,5867626.0,2.1,0.607,3.361547263
55.5,2017,0,32.0,7.19,24.5,4.0,17.0,2.5,16.0,4.2,1508.99,1175389.0,8.4,0.582,3.033150178
59.1,2016,0,32.0,0.01,24.0,4.0,24.0,3.8,2.0,4.4,215.71,1129424.0,8.5,0.582,3.033150178
56.4,2015,0,327.0,10.72,23.5,4.0,3.0,3.73,3.0,5.7,2516.63,183746.0,8.6,0.586,3.033150178
54.0,2014,0,337.0,11.89,23.0,4.0,3.0,4.0,24.0,8.2,24144.57,138593.0,8.7,0.583,3.033150178
58.2,2013,0,344.0,10.99,22.6,4.0,39.0,3.29,41.0,7.7,24026.11,99429.0,8.9,0.58,3.033150178
49.9,2012,0,339.0,9.93,22.1,4.0,59.0,3.84,44.0,7.2,19192.82,95114.0,9.0,0.589,3.033150178
55.9,2011,0,34.0,7.97,21.7,4.0,57.0,5.32,43.0,7.3,1851.69,99111.0,9.2,0.59,3.016620626
57.1,2010,0,338.0,8.34,21.3,4.0,55.0,2.31,42.0,6.3,25471.47,868418.0,9.3,0.592,3.016620626
57.2,2009,0,339.0,6.86,2.9,4.0,54.0,2.25,41.0,5.9,17653.26,829327.0,9.5,0.587,3.0
55.1,2008,0,337.0,7.28,2.5,4.0,52.0,2.13,4.0,5.3,14260.15,792217.0,9.7,0.569,3.0
57.4,2007,0,337.0,7.19,2.2,4.0,5.0,1.63,39.0,4.9,207.91,757317.0,9.8,0.563,2.949576241
55.3,2006,0,336.0,6.28,19.8,4.0,48.0,2.4,38.0,4.4,767.59,724817.0,1.0,0.553,2.915475947
52.6,2005,0,334.0,7.13,19.5,4.0,46.0,2.23,37.0,3.6,4006.44,694611.0,1.2,0.554,2.898275349
48.9,2004,0,334.0,6.01,19.1,4.0,44.0,2.5,36.0,2.9,3036.51,66647.0,1.4,0.542,2.863564213
53.3,2003,0,334.0,5.07,18.7,4.0,43.0,1.78,35.0,2.3,2557.94,639762.0,1.6,0.527,2.828427125
52.6,2002,0,336.0,4.46,18.3,4.0,41.0,2.73,34.0,1.9,193.41,614323.0,1.7,0.0,0.0
64.3,2017,0,255.0,0.62,18.6,7.0,95.0,3.3,95.0,0.4,315.94,1981886.0,8.4,0.418,2.236067977
66.4,2016,0,261.0,0.01,18.0,8.0,94.0,3.34,94.0,0.4,315.94,1981886.0,8.5,0.416,2.236067977
62.9,2015,0,266.0,0.01,17.5,8.0,94.0,3.1,94.0,0.5,315.94,1981886.0,8.6,0.414,2.236067977
64.6,2014,0,274.0,0.01,17.0,8.0,94.0,2.98,94.0,0.6,315.94,1981886.0,8.7,0.41,2.236067977
62.2,2013,0,286.0,0.62,16.5,8.0,96.0,3.6,96.0,0.7,652.71,447469.0,8.8,0.405,2.236067977
62.4,2012,0,298.0,0.61,16.0,9.0,9.0,3.24,9.0,0.9,540.01,43984.0,8.9,0.404,2.258317958
60.9,2011,0,311.0,0.63,15.5,9.0,92.0,3.3,92.0,1.0,49.0,431334.0,9.0,0.402,2.28035085
68.0,2010,0,322.0,0.49,15.1,9.0,94.0,3.69,94.0,1.1,366.04,4232636.0,9.1,0.406,2.28035085
58.2,2009,0,329.0,1.23,14.7,9.0,91.0,3.29,91.0,1.3,355.41,4153332.0,9.2,0.405,2.302172887
57.4,2008,0,336.0,0.97,14.3,9.0,94.0,3.3,94.0,1.4,333.57,466648.0,9.3,0.405,2.302172887
61.2,2007,0,34.0,1.07,13.9,9.0,96.0,2.97,96.0,1.6,309.97,39697.0,9.4,0.0,2.323790008
59.1,2006,0,342.0,0.64,13.6,10.0,98.0,3.14,98.0,1.8,321.91,3858623.0,9.6,0.0,2.236067977
59.6,2005,0,343.0,0.56,13.3,10.0,95.0,3.5,93.0,1.9,260.73,3738265.0,9.7,0.0,2.167948339
57.3,2004,0,343.0,0.83,13.1,10.0,92.0,4.2,9.0,1.9,24.38,3614639.0,9.9,0.0,2.097617696
55.2,2003,0,345.0,0.61,12.8,10.0,89.0,3.95,86.0,2.0,240.96,3497124.0,1.0,0.0,2.073644135
45.5,2002,0,593.0,0.83,12.6,10.0,82.0,4.43,81.0,1.9,31.58,339281.0,1.2,0.0,1.974841766
80.6,2017,0,119.0,11.64,59.9,0.0,93.0,5.28,93.0,0.1,1987.92,131547.0,1.9,0.863,4.062019202
74.3,2016,0,122.0,0.01,59.4,0.0,93.0,6.38,93.0,0.1,22334.43,1314545.0,1.9,0.86,4.062019202
78.6,2015,0,127.0,0.01,59.0,0.0,94.0,6.48,94.0,0.1,2161.35,1317997.0,1.9,0.856,4.062019202
75.7,2014,0,135.0,0.01,58.5,0.0,94.0,6.36,94.0,0.1,19512.52,1322696.0,1.9,0.85,4.062019202
76.1,2013,0,138.0,0.01,58.0,0.0,93.0,5.83,93.0,0.1,19549.42,1327439.0,1.9,0.838,4.049691346
78.2,2012,0,137.0,14.97,57.6,0.0,94.0,6.25,94.0,0.1,16395.29,1331475.0,1.9,0.833,4.024922359
78.2,2011,0,156.0,15.04,57.1,0.0,95.0,6.93,95.0,0.1,16493.48,1334515.0,2.0,0.836,4.01248053
73.5,2010,0,167.0,16.99,56.7,0.0,95.0,6.6,95.0,0.1,2121.89,13379.0,2.0,0.835,4.01248053
72.4,2009,0,189.0,17.87,56.3,0.0,95.0,5.16,95.0,0.1,18576.83,13468.0,2.0,0.829,4.01248053
75.3,2008,0,188.0,16.58,55.9,0.0,95.0,5.1,95.0,0.1,14106.87,134681.0,2.1,0.822,4.01248053
73.2,2007,0,189.0,15.52,55.5,0.0,96.0,5.2,96.0,0.1,1498.91,1354775.0,2.1,0.812,3.987480407
75.1,2006,0,195.0,15.07,55.2,0.0,95.0,5.13,94.0,0.1,991.72,136255.0,2.2,0.805,3.962322551
73.3,2005,0,199.0,11.64,54.9,0.0,95.0,4.92,94.0,0.1,8035.15,13772.0,2.2,0.798,3.949683532
70.3,2004,0,211.0,11.48,54.6,0.0,94.0,4.84,94.0,0.1,602.95,137935.0,2.3,0.791,3.924283374
77.6,2003,0,225.0,0.01,54.3,0.0,94.0,4.85,94.0,0.1,5038.83,1388115.0,2.4,0.781,3.872983346
78.4,2002,0,218.0,0.01,54.0,0.0,93.0,5.28,93.0,0.1,53.01,1396985.0,2.5,0.764,3.794733192
64.8,2017,0,225.0,1.06,17.6,194.0,75.0,4.64,77.0,0.6,722.92,9987333.0,1.4,0.441,2.898275349
65.5,2016,0,234.0,0.01,17.2,202.0,75.0,4.88,77.0,0.6,639.7,97366774.0,1.5,0.435,2.898275349
59.3,2015,0,237.0,1.86,16.8,211.0,7.0,5.19,72.0,0.9,58.41,94887724.0,1.6,0.427,2.898275349
60.0,2014,0,241.0,1.84,16.4,221.0,7.0,5.77,69.0,1.2,524.8,92444183.0,1.7,0.422,2.898275349
63.9,2013,0,249.0,1.32,16.0,231.0,7.0,6.55,65.0,1.4,397.43,946756.0,1.9,0.411,2.863564213
63.5,2012,0,261.0,1.34,15.6,243.0,69.0,6.86,61.0,1.7,382.37,877267.0,11.0,0.401,2.846049894
65.7,2011,0,274.0,1.17,15.3,256.0,65.0,4.41,58.0,2.0,425.33,85416253.0,11.1,0.393,2.846049894
57.7,2010,0,289.0,1.13,14.9,270.0,63.0,4.28,54.0,2.4,364.43,83184892.0,11.2,0.378,2.75680975
54.9,2009,0,39.0,1.06,14.5,286.0,61.0,4.69,5.0,2.8,272.53,8149.0,11.3,0.362,2.664582519
58.9,2008,0,328.0,1.22,14.2,304.0,59.0,4.47,46.0,3.3,217.05,7885689.0,11.4,0.346,2.569046516
58.5,2007,0,343.0,0.99,13.8,323.0,56.0,4.2,44.0,3.7,181.02,7672783.0,11.5,0.325,2.408318916
56.1,2006,0,354.0,0.86,13.5,342.0,54.0,4.23,4.0,4.1,152.05,7462445.0,11.5,0.31,2.323790008
53.7,2005,0,363.0,0.79,13.2,360.0,55.0,4.64,37.0,4.4,133.14,72545144.0,11.6,0.306,2.28035085
50.9,2004,0,369.0,0.8,12.9,377.0,55.0,4.73,35.0,4.6,124.73,7497192.0,11.7,0.298,2.213594362
49.2,2003,0,372.0,0.85,12.6,392.0,55.0,4.26,32.0,4.9,13.64,68492257.0,11.8,0.283,2.073644135
50.7,2002,0,391.0,0.88,12.3,404.0,55.0,4.36,3.0,5.0,138.74,66537331.0,11.9,0.0,1.974841766
81.7,2017,0,76.0,9.72,62.1,0.0,97.0,8.43,97.0,0.1,4754.85,5479531.0,0.9,0.893,4.123105626
89.3,2016,0,78.0,8.8,61.7,0.0,98.0,9.68,98.0,0.1,55904.37,5461512.0,0.9,0.89,4.123105626
90.4,2015,0,79.0,8.97,61.4,0.0,98.0,9.55,98.0,0.1,55595.42,5438972.0,0.9,0.887,4.123105626
85.3,2014,0,82.0,9.24,61.0,0.0,99.0,9.3,99.0,0.1,53105.43,5413971.0,0.9,0.884,4.123105626
83.9,2013,0,86.0,9.81,6.6,0.0,99.0,9.1,99.0,0.1,649.29,5388272.0,0.9,0.878,4.110960958
79.0,2012,0,89.0,9.72,6.2,0.0,99.0,9.5,99.0,0.1,5177.1,5363352.0,0.9,0.874,4.098780306
78.2,2011,0,91.0,9.96,59.8,0.0,99.0,9.2,99.0,0.1,5283.21,5338871.0,0.9,0.878,4.123105626
79.1,2010,0,94.0,10.26,59.4,0.0,97.0,8.35,99.0,0.1,5982.27,5313399.0,0.9,0.876,4.135214626
76.7,2009,0,96.0,10.45,59.0,0.0,97.0,8.9,99.0,0.1,54083.17,528872.0,0.9,0.873,4.147288271
79.8,2008,0,96.0,10.15,58.6,0.0,97.0,8.38,97.0,0.1,4606.2,5266268.0,0.9,0.869,4.147288271
78.2,2007,0,11.0,9.95,58.1,0.0,97.0,8.43,97.0,0.1,43645.47,524696.0,0.9,0.864,4.135214626
80.6,2006,0,12.0,9.89,57.6,0.0,96.0,8.21,98.0,0.1,42152.45,5228172.0,0.9,0.869,4.277849927
77.5,2005,0,98.0,9.31,57.1,0.0,96.0,8.15,98.0,0.1,36754.11,521314.0,0.9,0.866,4.254409477
75.7,2004,0,98.0,9.25,56.6,0.0,95.0,7.81,98.0,0.1,30054.37,52598.0,0.9,0.863,4.242640687
76.0,2003,0,1.0,8.94,56.1,0.0,95.0,7.43,98.0,0.1,27902.83,51888.0,0.9,0.856,4.207136794
79.9,2002,0,15.0,8.59,55.5,0.0,96.0,7.22,99.0,0.1,27163.64,517629.0,0.9,0.847,4.159326869
82.7,2017,0,78.0,12.2,62.5,3.0,98.0,9.77,98.0,0.1,40909.98,6662468.0,0.7,0.894,4.037325848
79.6,2016,0,79.0,11.5,62.0,3.0,98.0,11.54,98.0,0.1,48109.87,66331957.0,0.6,0.89,4.024922359
82.6,2015,0,81.0,11.1,61.6,3.0,99.0,11.56,99.0,0.1,47660.62,6599857.0,0.6,0.887,4.024922359
83.8,2014,0,83.0,11.5,61.1,3.0,99.0,11.44,99.0,0.1,5418.83,6565979.0,0.6,0.885,4.01248053
80.5,2013,0,83.0,11.8,6.6,3.0,99.0,11.33,99.0,0.1,4907.04,65342776.0,0.6,0.882,4.01248053
80.2,2012,0,86.0,11.7,6.1,3.0,99.0,11.2,99.0,0.1,530.14,6527512.0,0.6,0.879,4.0
84.0,2011,0,88.0,11.8,59.6,3.0,98.0,11.28,98.0,0.1,46626.87,647744.0,0.6,0.879,4.0
89.4,2010,0,88.0,11.9,59.1,3.0,98.0,1.57,98.0,0.1,50863.3,6437499.0,0.6,0.877,4.01248053
92.7,2009,0,89.0,12.2,58.6,3.0,99.0,1.45,98.0,0.1,466.57,6416229.0,0.6,0.873,4.01248053
87.0,2008,0,92.0,12.4,58.0,4.0,99.0,1.53,99.0,0.1,40929.94,63621376.0,0.6,0.87,4.01248053
81.8,2007,0,93.0,12.2,57.5,4.0,98.0,1.6,98.0,0.1,39065.29,63179356.0,0.6,0.86,3.937003937
82.5,2006,0,94.0,13.18,57.0,4.0,99.0,1.53,98.0,0.1,37939.71,6274897.0,0.6,0.857,3.937003937
79.5,2005,0,99.0,13.49,56.4,4.0,96.0,1.43,97.0,0.1,33254.12,62244884.0,0.6,0.852,3.924283374
74.7,2004,0,11.0,13.78,55.8,4.0,97.0,1.22,97.0,0.1,27188.27,6185267.0,0.7,0.851,3.937003937
77.7,2003,0,13.0,13.89,55.2,4.0,98.0,9.89,97.0,0.1,25230.6,61357431.0,0.7,0.849,3.949683532
77.8,2002,0,13.0,13.63,54.6,4.0,98.0,9.77,97.0,0.1,25161.52,6912498.0,0.7,0.844,3.962322551
67.6,2017,0,229.0,8.64,36.3,3.0,79.0,3.22,8.0,2.7,8275.66,193175.0,6.1,0.694,3.54964787
66.7,2016,0,237.0,0.01,35.8,3.0,68.0,3.44,7.0,2.8,10855.22,1875713.0,6.1,0.687,3.54964787
67.0,2015,0,255.0,8.86,35.2,3.0,77.0,3.98,79.0,3.7,10841.31,1817271.0,6.2,0.678,3.535533906
61.6,2014,0,276.0,8.3,34.6,3.0,8.0,3.13,82.0,4.9,10947.08,1756817.0,6.3,0.669,3.535533906
65.5,2013,0,289.0,8.9,34.1,3.0,75.0,3.12,75.0,6.0,1922.17,169711.0,6.4,0.664,3.535533906
63.3,2012,0,294.0,8.85,33.5,3.0,68.0,3.41,67.0,7.0,9804.61,16421.0,6.5,0.66,3.535533906
62.3,2011,0,31.0,8.64,33.0,3.0,74.0,3.43,76.0,8.0,855.3,1586754.0,6.7,0.652,3.521363372
66.6,2010,0,298.0,8.75,32.4,3.0,81.0,2.54,82.0,8.9,217.59,1536411.0,6.8,0.651,3.521363372
64.6,2009,0,291.0,9.02,31.9,3.0,78.0,2.86,81.0,10.0,9355.16,1489193.0,6.9,0.645,3.521363372
64.3,2008,0,288.0,8.01,31.4,3.0,44.0,2.88,45.0,10.7,815.11,1444844.0,7.1,0.646,3.521363372
67.4,2007,0,37.0,7.72,3.8,3.0,44.0,2.76,45.0,10.9,7550.25,143126.0,7.2,0.64,3.521363372
59.3,2006,0,322.0,8.13,3.3,3.0,44.0,3.26,45.0,11.1,6367.85,136425.0,7.4,0.64,3.507135583
58.1,2005,0,32.0,6.47,29.8,3.0,44.0,3.48,45.0,11.0,5479.17,1328146.0,7.5,0.638,3.507135583
59.7,2004,0,315.0,8.34,29.2,3.0,44.0,3.22,45.0,10.7,462.06,129449.0,7.7,0.636,3.507135583
60.9,2003,0,37.0,9.29,28.7,3.0,44.0,3.23,45.0,10.1,4453.29,1262259.0,7.8,0.633,3.507135583
59.4,2002,0,296.0,8.87,28.1,3.0,44.0,2.89,45.0,9.5,4610.44,1231122.0,8.0,0.637,3.492849839
59.5,2017,0,262.0,2.47,27.3,5.0,96.0,5.75,97.0,1.7,413.73,127445.0,7.3,0.45,2.983286778
68.4,2016,0,266.0,0.01,26.7,5.0,97.0,7.34,96.0,1.7,413.73,127445.0,7.5,0.449,2.983286778
64.7,2015,0,266.0,0.01,26.0,5.0,96.0,6.49,97.0,1.6,413.73,127445.0,7.6,0.445,2.983286778
64.5,2014,0,269.0,0.01,25.4,5.0,98.0,6.12,98.0,1.4,413.73,127445.0,7.8,0.44,2.966479395
59.8,2013,0,277.0,3.41,24.8,5.0,95.0,6.24,96.0,1.8,413.73,127445.0,8.0,0.441,2.949576241
62.1,2012,0,284.0,3.48,24.1,6.0,97.0,5.75,97.0,2.1,413.73,127445.0,8.2,0.439,2.966479395
59.4,2011,0,286.0,2.99,23.5,6.0,97.0,5.85,98.0,2.7,413.73,127445.0,8.4,0.434,2.983286778
56.2,2010,0,287.0,2.79,22.8,6.0,96.0,5.95,96.0,3.0,413.73,127445.0,8.6,0.426,2.93257566
58.8,2009,0,288.0,2.64,22.2,6.0,94.0,5.76,95.0,3.1,413.73,127445.0,8.8,0.42,2.898275349
56.6,2008,0,288.0,2.93,21.5,6.0,94.0,5.52,95.0,3.0,413.73,127445.0,9.0,0.415,2.846049894
58.8,2007,0,294.0,2.26,2.9,6.0,94.0,4.97,95.0,3.0,413.73,127445.0,9.2,0.412,2.792848009
58.0,2006,0,296.0,2.51,2.3,6.0,88.0,4.35,87.0,2.9,413.73,127445.0,9.4,0.404,2.75680975
55.7,2005,0,297.0,2.47,19.7,6.0,87.0,4.22,87.0,2.7,413.73,127445.0,9.6,0.395,2.701851217
57.2,2004,0,298.0,2.08,19.1,6.0,86.0,3.75,87.0,2.5,413.73,127445.0,9.8,0.392,2.645751311
54.9,2003,0,3.0,2.25,18.5,6.0,85.0,3.71,87.0,2.3,413.73,127445.0,1.0,0.384,2.607680962
54.4,2002,0,33.0,2.18,18.0,6.0,84.0,3.61,8.0,2.0,413.73,127445.0,1.2,0.377,2.549509757
75.9,2017,0,129.0,6.13,56.2,1.0,91.0,8.39,94.0,0.1,4216.41,37171.0,2.7,0.768,3.728270376
75.3,2016,0,125.0,6.13,55.3,1.0,91.0,7.42,91.0,0.1,4961.22,3727.0,2.7,0.759,3.674234614
75.0,2015,0,128.0,5.91,54.4,1.0,94.0,7.25,93.0,0.1,4787.3,3776.0,2.7,0.755,3.674234614
70.7,2014,0,13.0,7.71,53.6,1.0,93.0,8.57,92.0,0.1,4640.01,3825.0,2.6,0.749,3.660601044
72.7,2013,0,127.0,8.14,52.8,1.0,88.0,9.38,94.0,0.1,4172.71,3875.0,2.6,0.742,3.646916506
73.8,2012,0,132.0,7.24,52.0,1.0,88.0,1.5,92.0,0.1,3320.21,3926.0,2.6,0.738,3.646916506
73.6,2011,0,133.0,6.66,51.3,1.0,93.0,1.19,88.0,0.1,309.78,3978.0,2.6,0.734,3.577708764
75.5,2010,0,128.0,7.17,5.5,1.0,9.0,8.99,92.0,0.1,3555.94,43.0,2.6,0.735,3.619392214
72.7,2009,0,12.0,8.65,49.9,1.0,88.0,8.17,98.0,0.1,2791.18,482.0,2.7,0.722,3.535533906
75.0,2008,0,126.0,6.18,49.2,1.0,89.0,8.39,88.0,0.1,2097.41,4136.0,2.7,0.714,3.54964787
75.0,2007,0,128.0,4.7,48.6,1.0,82.0,8.6,82.0,0.1,172.0,419.0,2.8,0.703,3.492849839
71.3,2006,0,134.0,3.74,48.1,1.0,66.0,8.53,78.0,0.1,142.65,4245.0,2.8,0.694,3.464101615
68.9,2005,0,132.0,3.36,47.5,2.0,74.0,8.49,75.0,0.1,1039.56,431.0,2.9,0.684,3.435112807
69.0,2004,0,142.0,2.72,47.0,2.0,89.0,8.72,84.0,0.1,872.91,4357.0,2.9,0.677,3.435112807
74.1,2003,0,121.0,2.76,46.5,2.0,83.0,7.82,87.0,0.1,822.05,43864.0,3.0,0.673,3.420526275
71.6,2002,0,129.0,3.28,46.0,2.0,81.0,6.94,8.0,0.1,775.04,44183.0,3.1,0.0,3.376388603
78.5,2017,1,68.0,11.5,62.3,3.0,94.0,1.52,95.0,0.1,46118.11,81686611.0,1.1,0.924,4.135214626
86.1,2016,1,69.0,11.03,61.9,3.0,94.0,11.3,95.0,0.1,5367.77,89825.0,1.1,0.92,4.123105626
88.4,2015,1,71.0,10.94,61.4,3.0,94.0,11.16,95.0,0.1,5212.38,864565.0,1.1,0.919,4.110960958
86.9,2014,1,71.0,11.18,6.9,3.0,94.0,1.99,95.0,0.1,5001.08,8425823.0,1.1,0.916,4.110960958
84.8,2013,1,74.0,11.2,6.4,3.0,94.0,1.93,95.0,0.1,5243.09,8274983.0,1.1,0.912,4.098780306
83.3,2012,1,76.0,11.2,59.9,3.0,94.0,11.25,95.0,0.1,46799.82,8177693.0,1.1,0.907,4.086563348
78.4,2011,1,79.0,11.22,59.5,3.0,95.0,11.4,96.0,0.1,46740.71,819237.0,1.1,0.906,4.086563348
81.4,2010,1,8.0,11.36,59.0,3.0,95.0,1.39,96.0,0.1,51183.1,821197.0,1.1,0.903,4.074309757
81.7,2009,1,82.0,11.5,58.5,3.0,95.0,1.18,96.0,0.1,46832.6,82266372.0,1.1,0.898,4.074309757
77.3,2008,1,84.0,11.76,58.0,3.0,94.0,1.34,96.0,0.1,40821.62,82376451.0,1.1,0.892,4.062019202
76.0,2007,1,85.0,11.67,57.6,3.0,95.0,1.52,96.0,0.1,38860.22,82469422.0,1.1,0.884,4.049691346
83.0,2006,1,86.0,11.83,57.1,3.0,96.0,1.37,96.0,0.1,38265.85,8251626.0,1.1,0.877,4.049691346
81.0,2005,1,9.0,11.92,56.6,4.0,96.0,1.62,97.0,0.1,3763.15,82534176.0,1.1,0.872,4.037325848
75.4,2004,1,91.0,12.25,56.1,4.0,97.0,1.4,93.0,0.1,2828.18,82488495.0,1.2,0.867,4.037325848
77.3,2003,1,92.0,12.46,55.6,4.0,96.0,1.15,93.0,0.1,26529.79,82349925.0,1.2,0.86,4.024922359
75.6,2002,1,95.0,12.91,55.1,4.0,94.0,1.1,9.0,0.1,26565.0,8221158.0,1.2,0.855,4.024922359
